business_id,business_name,business_url,location,is_business_closed,year_established,overall_rating,num_reviews,menu_url,menu_items_scraped_flag,price_range,phone_number,num_reviews_5_stars,num_reviews_4_stars,num_reviews_3_stars,num_reviews_2_stars,num_reviews_1_star,address_line1,city,region_code,postal_code,country_code,categories,top_food_items,monthly_ratings_by_year
CqsJjzullOVp29m0l__k5Q,Thai Long-An,/biz/thai-long-an-phoenix,"Phoenix, AZ",0,,4.5,217,,0,$11-30,(602) 374-4430,135,41,20,12,9,4447 N 7th Ave,Phoenix,AZ,85013,US,"{Thai,Salad,Soup}","{pad thai,yellow curry,drunken noodles,green curry,red curry,coconut soup,panang curry,tom yum soup,papaya salad,spicy basil}","{""2016"": [[1, 4], [2, 4], [3, 4.5], [4, 4.5], [5, 4.5], [6, 5], [7, 4.5], [8, 4], [9, 3.5], [10, 4], [11, 4]], ""2017"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4], [4, 3.5], [5, 4], [6, 4], [7, 4.5], [8, 4.5], [9, 4], [10, 4], [11, 4.5]], ""2018"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 5], [7, 5], [8, 5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 4.5], [2, 5], [3, 5], [4, 4.5], [5, 4.5], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 3.5]], ""2020"": [[0, 4], [1, 3.5], [2, 3.5], [3, 4], [4, 3.5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4]]}"
44YFU284Z3KDEy25QyVoUw,Nee House Chinese Restaurant,/biz/nee-house-chinese-restaurant-phoenix,"Phoenix, AZ",0,,3.5,315,,0,$11-30,(602) 992-3338,103,84,36,26,66,13843 N Tatum Blvd,Phoenix,AZ,85032,US,"{Chinese,Seafood}","{house special chow mein,salt fish and chicken fried rice,garlic with snow pea leaf}","{""2016"": [[0, 4], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3.5], [7, 4], [8, 4], [9, 3.5], [10, 3.5], [11, 3]], ""2017"": [[0, 3.5], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 3.5], [11, 3.5]], ""2018"": [[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 2.5], [7, 2], [8, 2.5], [9, 3.5], [10, 3.5], [11, 3.5]], ""2019"": [[0, 3.5], [1, 4.5], [2, 3.5], [3, 3.5], [4, 2.5], [5, 2.5], [6, 3], [7, 3], [8, 3], [9, 3.5], [10, 3.5], [11, 3]], ""2020"": [[0, 3], [1, 3], [2, 3.5], [3, 3.5], [4, 4], [5, 4], [6, 4.5], [7, 5], [8, 4.5], [9, 4.5]]}"
-1UMR00eXtwaeh59pEiDjA,Matt’s Big Breakfast,/biz/matts-big-breakfast-phoenix-4,"Phoenix, AZ",0,,3.5,508,,0,$11-30,(602) 254-1074,162,112,60,60,114,3800 E Sky Harbor Blvd,Phoenix,AZ,85034,US,"{Breakfast & Brunch,Cocktail Bars,Sandwiches}","{thick cut bacon,hog and chick breakfast,sonrisa burrito,french toast,steak and eggs,fresh squeeze oj,cobb salad,scrambled eggs and toast}","{""2016"": [[0, 3], [1, 3.5], [2, 3], [3, 2.5], [4, 4], [5, 4], [6, 3.5], [7, 3.5], [8, 3.5], [9, 3], [10, 3], [11, 3]], ""2017"": [[0, 4], [1, 3.5], [2, 4], [3, 3], [4, 3], [5, 3], [6, 2.5], [7, 3.5], [8, 3], [9, 2.5], [10, 3], [11, 3.5]], ""2018"": [[0, 2.5], [1, 2.5], [2, 3], [3, 3.5], [4, 2.5], [5, 2.5], [6, 3], [7, 2.5], [8, 2.5], [9, 3.5], [10, 4], [11, 2.5]], ""2019"": [[0, 3], [1, 2], [2, 3], [3, 3.5], [4, 3.5], [5, 4.5], [6, 4], [7, 3], [8, 2.5], [9, 3], [10, 4], [11, 3]], ""2020"": [[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 2.5], [8, 2.5], [9, 2.5]]}"
CElwRv4CtK56NljAuCwepw,Babbo Italian Eatery,/biz/babbo-italian-eatery-phoenix,"Phoenix, AZ",0,,4,366,,0,$11-30,(602) 279-1500,178,95,35,27,31,6855 N 16th St,Phoenix,AZ,85016,US,"{Pizza,Italian}","{pasta rustico,creamy pesto pasta,mista salad,italian sausage,spring mix salad,tiramisu,stuffed portobello,chicken alfredo pizza,firecracker rolls,classic chicken caesar salad}","{""2016"": [[0, 5], [1, 4.5], [2, 4], [3, 3.5], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 3.5], [9, 3.5], [10, 4], [11, 4.5]], ""2017"": [[0, 4], [1, 4], [2, 3.5], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4.5], [10, 4.5], [11, 4.5]], ""2018"": [[0, 4.5], [1, 4], [2, 3.5], [3, 4], [4, 4], [5, 4.5], [6, 3.5], [7, 4.5], [8, 4.5], [9, 5], [10, 5], [11, 4.5]], ""2019"": [[0, 4], [1, 4.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3.5], [7, 3.5], [8, 3.5], [9, 3.5], [10, 3.5], [11, 3.5]], ""2020"": [[0, 3.5], [1, 4], [2, 4], [3, 3.5], [4, 3.5], [5, 4], [6, 4], [7, 4.5], [8, 4], [9, 4]]}"
LiBnff-ZuzW16zIvZgFOfQ,La Canasta Mexican Foods,/biz/la-canasta-mexican-foods-phoenix-3,"Phoenix, AZ",0,1962,3.5,207,,0,Under $10,(602) 254-7295,81,38,24,12,52,723 S 7th Ave,Phoenix,AZ,85003,US,{Mexican},"{two fish and cheese enchiladas,cheese enchilada,carne asada,steak picado,chicken enchilada}","{""2016"": [[0, 4], [1, 4], [2, 3.5], [3, 3], [4, 3], [5, 2.5], [6, 3], [7, 3], [8, 4], [9, 4], [10, 4], [11, 4]], ""2017"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 3], [5, 3], [6, 3.5], [7, 3.5], [8, 4.5], [9, 3.5], [10, 3.5], [11, 3.5]], ""2018"": [[0, 3.5], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3], [7, 3.5], [8, 3.5], [9, 3], [10, 2.5], [11, 2]], ""2019"": [[0, 2], [1, 1.5], [2, 2.5], [3, 3], [4, 3], [5, 3], [6, 3.5], [7, 3.5], [8, 3], [9, 3], [10, 3.5], [11, 3]], ""2020"": [[0, 3], [1, 3], [2, 3.5], [3, 3], [4, 3], [5, 2.5], [6, 2.5], [7, 2.5], [8, 2.5], [9, 2.5]]}"
A5MtqX6wEFncepdljbjnQQ,Angel’s Trumpet Ale House,/biz/angels-trumpet-ale-house-phoenix-6,"Phoenix, AZ",1,,4,153,,0,$11-30,(602) 698-1234,70,44,22,10,7,2339 N 44th St,Phoenix,AZ,85008,US,"{American (New),Gastropubs}",{},"{""2018"": [[7, 4], [8, 4], [9, 4.5], [10, 4.5], [11, 4]], ""2019"": [[0, 4.5], [1, 4], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]], ""2020"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4]]}"
HTlsBAd9j1wlWDHxnYczBw,La Fonda Del Sol,/biz/la-fonda-del-sol-scottsdale-2,"Phoenix, AZ",0,1978,4,371,,0,$11-30,(480) 991-9282,166,102,40,31,32,7223 E Shea Blvd,Scottsdale,AZ,85260,US,{Mexican},"{del sol combination,two cheese enchiladas,cheese enchilada,chicken fajita,cheese crisp,carne asada,chicken enchilada,chicken fundido,beef taco and cheese enchilada lunch special,shredded beef taco lunch special}","{""2016"": [[0, 4], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3.5], [7, 4], [8, 4.5], [9, 4], [10, 3.5], [11, 4]], ""2017"": [[0, 4], [1, 3.5], [2, 3.5], [3, 4.5], [4, 4], [5, 4.5], [6, 5], [7, 5], [8, 5], [9, 4.5], [10, 4.5], [11, 3]], ""2018"": [[0, 2.5], [1, 3.5], [2, 4], [3, 3.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4], [8, 5], [9, 4], [10, 3.5], [11, 4]], ""2019"": [[0, 4], [1, 3.5], [2, 3.5], [3, 3], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4.5], [10, 4.5], [11, 4.5]], ""2020"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 5], [5, 5], [6, 4], [7, 4], [8, 3.5], [9, 3.5]]}"
oGASRzKGpuiP12ilQH_nKg,Haus Murphy’s,/biz/haus-murphys-glendale-2,"Phoenix, AZ",0,,4,772,,0,$11-30,(623) 939-2480,337,214,91,71,59,5739 W Glendale Ave,Glendale,AZ,85301,US,"{German,Wine Bars,Beer Bar}","{paprika schnitzel,stuffed mushrooms,sauerbraten,giant bavarian pretzel,jager schnitzel,kilometer,stuffed cabbage roll,original german bratwurst,wiener schnitzel,eisbein}","{""2016"": [[0, 3.5], [1, 4], [2, 4.5], [3, 3.5], [4, 3.5], [5, 3], [6, 4], [7, 4], [8, 4.5], [9, 4], [10, 4], [11, 4]], ""2017"": [[0, 3.5], [1, 3], [2, 4], [3, 4], [4, 3.5], [5, 4], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4], [10, 4.5], [11, 3.5]], ""2018"": [[0, 4], [1, 4], [2, 4], [3, 3.5], [4, 4], [5, 4.5], [6, 4], [7, 4], [8, 4.5], [9, 4], [10, 4], [11, 4]], ""2019"": [[0, 4], [1, 4.5], [2, 4.5], [3, 3.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4], [9, 3.5], [10, 4], [11, 4.5]], ""2020"": [[0, 4], [1, 4], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5]]}"
6sKaAF8WhWyyCjfZr2Rfsg,Zipp’s Sports Grill,/biz/zipps-sports-grill-scottsdale-4,"Phoenix, AZ",0,,3,368,,0,$11-30,(480) 970-9507,81,115,60,35,77,7551 E Camelback Rd,Scottsdale,AZ,85251,US,"{Sports Bars,American (Traditional),Burgers}","{golden wings,chicken skewers,chicken fingers,blue moon,fish tacos,buffalo focaccia sandwich}","{""2016"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 3], [5, 3], [6, 3.5], [7, 3], [8, 3], [9, 2.5], [10, 3], [11, 3]], ""2017"": [[0, 3], [1, 3.5], [2, 3.5], [3, 3], [4, 3], [5, 3.5], [6, 2], [7, 3], [8, 3.5], [9, 3.5], [10, 3.5], [11, 3.5]], ""2018"": [[0, 3.5], [1, 3], [2, 1.5], [3, 1.5], [4, 2], [5, 2], [6, 3.5], [7, 3.5], [8, 3], [9, 2.5], [10, 2.5], [11, 2.5]], ""2019"": [[0, 3], [1, 2.5], [2, 3], [3, 3], [4, 3], [5, 3.5], [6, 3], [7, 3], [8, 3.5], [9, 3.5], [10, 3.5], [11, 3]], ""2020"": [[0, 2.5], [1, 3], [2, 3], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3], [7, 3], [8, 3.5], [9, 3]]}"
ROMFVEFKEYi7qhyITX6jfA,24 Carrots Juice Bar & Cafe,/biz/24-carrots-juice-bar-and-cafe-tempe,"Phoenix, AZ",0,,4,372,,0,$11-30,(480) 753-4411,221,67,25,24,35,1701 E Guadalupe Rd,Tempe,AZ,85283,US,"{Vegan,Vegetarian,Cafes}","{raw tacos,dan dan noodles,buffalo cauliflower wrap,arizona bowl,raw nori rolls,raw vegan carrot soup,raw carrot ginger soup,zucchini noodles,vegan breakfast bowl,smokey blt club}","{""2016"": [[0, 3.5], [1, 3.5], [2, 4], [3, 4], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4.5], [9, 5], [10, 5], [11, 4.5]], ""2017"": [[0, 4.5], [1, 5], [2, 5], [3, 5], [4, 4], [5, 3.5], [6, 4], [7, 5], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2018"": [[0, 4], [1, 4], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4], [8, 4.5], [9, 4], [10, 3], [11, 3]], ""2019"": [[0, 3.5], [1, 3.5], [2, 4], [3, 3.5], [4, 4], [5, 4], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4]], ""2020"": [[0, 4.5], [1, 3.5], [2, 4], [3, 4], [4, 5], [5, 4], [6, 4], [7, 4.5], [8, 5], [9, 5]]}"
3x45Q9c5G6VBicedNKrXxQ,Pita Jungle,/biz/pita-jungle-phoenix-6,"Phoenix, AZ",0,,4,396,,0,$11-30,(480) 785-7482,171,104,37,38,46,4921 E Ray Rd,Phoenix,AZ,85044,US,"{Mediterranean,American (New),Vegetarian}","{gyro,mediterranean chicken salad,mahi and pita chips,chipotle black bean burger,hummus with grilled chicken,hummus with seared ahi tuna,cilantro jalapeno hummus,greek salad,chicken tikka masala,roasted bell pepper hummus}","{""2016"": [[0, 4], [1, 3.5], [2, 4.5], [3, 4], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4], [9, 4], [10, 4], [11, 4.5]], ""2017"": [[0, 4.5], [1, 4.5], [2, 2.5], [3, 2.5], [4, 3], [5, 4.5], [6, 4], [7, 3], [8, 3], [9, 3.5], [10, 3.5], [11, 3]], ""2018"": [[0, 3], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3], [5, 3], [6, 3.5], [7, 4], [8, 4], [9, 4.5], [10, 4.5], [11, 4]], ""2019"": [[0, 2.5], [1, 2.5], [2, 3], [3, 4], [4, 4], [5, 3.5], [6, 3.5], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3]], ""2020"": [[0, 3], [1, 3], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3.5], [7, 3.5], [8, 4], [9, 4]]}"
dThrFTK_bqo1woPvUgY70g,Pomelo,/biz/pomelo-phoenix-5,"Phoenix, AZ",0,,4,342,,0,$11-30,(602) 633-2600,157,77,42,44,22,7100 N 12th St,Phoenix,AZ,85020,US,"{American (New),Breakfast & Brunch,Italian}","{beet salad,orchard pork chop,chilaquiles,grass fed burger,ahi tuna salad}","{""2016"": [[4, 4], [5, 3.5], [6, 4], [7, 4], [8, 3.5], [9, 3.5], [10, 4], [11, 4]], ""2017"": [[0, 3.5], [1, 2.5], [2, 3], [3, 4.5], [4, 4], [5, 3.5], [6, 3.5], [7, 4], [8, 4], [9, 4], [10, 3], [11, 4]], ""2018"": [[0, 4], [1, 3.5], [2, 4], [3, 4.5], [4, 4.5], [5, 5], [6, 4.5], [7, 4.5], [8, 4], [9, 4.5], [10, 4.5], [11, 4]], ""2019"": [[0, 3.5], [1, 3.5], [2, 4.5], [3, 4.5], [4, 3.5], [5, 3.5], [6, 4], [7, 4], [8, 4.5], [9, 4], [10, 4.5], [11, 4.5]], ""2020"": [[0, 4], [1, 4], [2, 4], [3, 4], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5]]}"
orMyWvonOj55yswWf-k72Q,Farm & Craft,/biz/farm-and-craft-scottsdale-2,"Phoenix, AZ",0,,4,1005,,0,$11-30,(480) 568-8980,480,207,130,105,83,4302 N Scottsdale Rd,Scottsdale,AZ,85251,US,"{American (New),Breakfast & Brunch,Cocktail Bars}","{protein toast,breaky burrito,salmon poke,american breakfast,kale pesto chicken flatbread,sausage and mushroom flatbread,bbq chicken flatbread,kale caesar salad}","{""2016"": [[5, 5], [6, 3.5], [7, 3], [8, 4], [9, 3.5], [10, 4], [11, 3.5]], ""2017"": [[0, 4.5], [1, 4], [2, 4], [3, 3.5], [4, 4.5], [5, 4], [6, 4], [7, 3.5], [8, 4], [9, 3.5], [10, 3.5], [11, 4]], ""2018"": [[0, 3.5], [1, 4], [2, 4.5], [3, 4], [4, 3.5], [5, 4.5], [6, 4], [7, 4], [8, 3.5], [9, 3.5], [10, 4.5], [11, 3.5]], ""2019"": [[0, 4], [1, 4.5], [2, 4], [3, 3.5], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4], [9, 3.5], [10, 4], [11, 3.5]], ""2020"": [[0, 4], [1, 3.5], [2, 4], [3, 4], [4, 4], [5, 3.5], [6, 3.5], [7, 4], [8, 4], [9, 3.5]]}"
SIVi2UQp1UT0lMIoqHP0QA,Rainforest Cafe,/biz/rainforest-cafe-tempe,"Phoenix, AZ",0,,2.5,427,,0,$11-30,(480) 752-9100,37,73,79,93,145,5000 S Arizona Mills Cir,Tempe,AZ,85282,US,{American (Traditional)},"{coconut shrimp,cobb salad,hot dog,fish tacos}","{""2016"": [[0, 2.5], [1, 2], [2, 2.5], [3, 3], [4, 2.5], [5, 2.5], [6, 2], [7, 2.5], [8, 3], [9, 3], [10, 2], [11, 1.5]], ""2017"": [[0, 1.5], [1, 1.5], [2, 1.5], [3, 2.5], [4, 2], [5, 2], [6, 1.5], [7, 2], [8, 2.5], [9, 3], [10, 3], [11, 2.5]], ""2018"": [[0, 2.5], [1, 2], [2, 2.5], [3, 3], [4, 2], [5, 2], [6, 2], [7, 3], [8, 2.5], [9, 2.5], [10, 2.5], [11, 2.5]], ""2019"": [[0, 3.5], [1, 3], [2, 2.5], [3, 2.5], [4, 3], [5, 3.5], [6, 2.5], [7, 2], [8, 2], [9, 2.5], [10, 3.5], [11, 3]], ""2020"": [[0, 3], [1, 3], [2, 2.5], [3, 2.5], [4, 2.5], [5, 2.5], [6, 2.5], [7, 2.5], [8, 3], [9, 3]]}"
Zt4ljpwfmBufatNM1zPNcQ,Picazzo’s Healthy Italian Kitchen,/biz/picazzos-healthy-italian-kitchen-tempe-3,"Phoenix, AZ",0,2003,4,393,,0,$11-30,(480) 785-0522,188,92,39,47,27,440 W Warner Rd,Tempe,AZ,85284,US,"{Pizza,Gluten-Free,Vegan}","{bbq chicken pizza,vortex pizza,natural chopped italian salad,puttanesca pizza,vegan chicken picatta,soup and salad combo lunch}","{""2016"": [[0, 4], [1, 4], [2, 4.5], [3, 4.5], [4, 4], [5, 3.5], [6, 3], [7, 3], [8, 4], [9, 3.5], [10, 3.5], [11, 3.5]], ""2017"": [[0, 3.5], [1, 3], [2, 3.5], [3, 4], [4, 3.5], [5, 3.5], [6, 3.5], [7, 4], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2018"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 5], [9, 5], [10, 5], [11, 4.5]], ""2020"": [[0, 4], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5]]}"
sh69ApUyPhAltAMpv5vX3w,Barrio Cafe Gran Reserva,/biz/barrio-cafe-gran-reserva-phoenix,"Phoenix, AZ",1,,4.5,143,,0,$11-30,(602) 252-2777,102,17,8,6,10,1301 W Grand Ave,Phoenix,AZ,85007,US,{Mexican},{},"{""2016"": [[5, 4.5], [6, 4.5], [7, 4], [8, 4], [9, 4.5], [10, 4], [11, 3.5]], ""2017"": [[0, 4], [1, 4.5], [2, 4.5], [3, 5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 3.5], [11, 4.5]], ""2018"": [[0, 5], [1, 5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 5], [2, 5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]], ""2020"": [[0, 4], [1, 4], [2, 3.5], [3, 3.5], [4, 3.5], [5, 3.5], [6, 3.5], [7, 3.5], [8, 3.5], [9, 3.5]]}"
2RsLaIEnNUIzjQyCvPCNWA,Cuff,/biz/cuff-glendale,"Phoenix, AZ",0,2014,4.5,313,,0,$11-30,(623) 847-8890,179,74,32,19,9,5819 W Glendale Ave,Glendale,AZ,85301,US,"{Cocktail Bars,American (New)}","{deviled eggs,black bean burger,chicken club,impossible burger,baja fish tacos,caesar salad,pork shoulder sandwich,mixed green salad,fiesta salad,buffalo chicken sandwich}","{""2016"": [[0, 3.5], [1, 3.5], [2, 3.5], [3, 3.5], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4], [10, 4], [11, 4.5]], ""2017"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4.5]], ""2018"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 4.5], [11, 4]], ""2019"": [[0, 4.5], [1, 4], [2, 4], [3, 4], [4, 3.5], [5, 3.5], [6, 4.5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 4.5]], ""2020"": [[0, 4.5], [1, 3.5], [2, 3.5], [3, 3.5], [4, 3.5], [5, 4.5], [6, 4.5], [7, 5], [8, 5], [9, 5]]}"
MgHWbwuxxb_txhI3lK_bKg,The Main Ingredient Ale House And Café,/biz/the-main-ingredient-ale-house-and-caf%C3%A9-phoenix-2,"Phoenix, AZ",0,,4,624,,0,$11-30,(602) 843-6246,271,242,59,34,18,2337 N 7th St,Phoenix,AZ,85006,US,"{American (New),Salad,Sandwiches}","{jive turkey sandwich,artichoke heaven,green chili stew,acapulco cheesesteak sandwich,roast beef sandwich,tmi toast,red goat salad,sheridan sandwich,winner salad,veggie quesadilla}","{""2016"": [[0, 4], [1, 4], [2, 4.5], [3, 4.5], [4, 3.5], [5, 3.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4], [10, 4], [11, 4.5]], ""2017"": [[0, 4], [1, 4.5], [2, 4], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4], [7, 4], [8, 4.5], [9, 4.5], [10, 4], [11, 4.5]], ""2018"": [[0, 5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4.5]], ""2019"": [[0, 4.5], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4.5], [9, 4.5], [10, 4], [11, 4.5]], ""2020"": [[0, 4], [1, 4], [2, 4.5], [3, 4.5], [4, 4], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5]]}"
TEaBolNAkOdRm2gvIYz4OQ,Poncho’s Mexican Food and Cantina,/biz/ponchos-mexican-food-and-cantina-phoenix,"Phoenix, AZ",0,,3.5,341,,0,$11-30,(602) 276-2437,106,78,38,34,85,7202 S Central Ave,Phoenix,AZ,85042,US,"{Mexican,Cocktail Bars}","{pollo fundido,green chili burrito,cheese enchiladas,cheese crisp,mexican pizza,green corn tamale,meatballs}","{""2016"": [[0, 3.5], [1, 4], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3.5], [10, 3], [11, 3]], ""2017"": [[0, 3], [1, 3], [2, 3.5], [3, 4], [4, 2.5], [5, 2.5], [6, 3], [7, 3], [8, 3], [9, 3], [10, 2.5], [11, 2.5]], ""2018"": [[0, 3.5], [1, 3.5], [2, 3.5], [3, 3], [4, 2.5], [5, 2], [6, 2.5], [7, 3], [8, 3], [9, 3.5], [10, 3.5], [11, 3.5]], ""2019"": [[0, 3], [1, 2.5], [2, 2.5], [3, 2.5], [4, 3.5], [5, 3], [6, 3], [7, 2.5], [8, 2.5], [9, 3], [10, 3.5], [11, 3.5]], ""2020"": [[0, 3.5], [1, 3.5], [2, 3], [3, 2.5], [4, 2.5], [5, 2], [6, 2], [7, 2.5], [8, 3], [9, 3]]}"
_iEl9sCLsvXEFHUWPvgsAg,Chico Malo,/biz/chico-malo-phoenix-3,"Phoenix, AZ",0,2017,4,602,,0,$11-30,(602) 603-9363,320,133,54,41,54,50 W Jefferson St,Phoenix,AZ,85004,US,{Mexican},"{carne asada,pork verde,diablo shrimp tacos,al pastor tacos,short rib,duck carnitas,shrimp diablo grilled shrimps,pork belly tacos,green chili chicken,ship and salsa verde}","{""2017"": [[3, 3.5], [4, 4], [5, 4], [6, 4.5], [7, 3.5], [8, 4], [9, 4], [10, 4], [11, 3.5]], ""2018"": [[0, 4.5], [1, 3.5], [2, 4], [3, 4], [4, 4.5], [5, 4.5], [6, 3.5], [7, 4.5], [8, 5], [9, 4], [10, 4], [11, 4.5]], ""2019"": [[0, 4.5], [1, 4.5], [2, 4], [3, 4.5], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 3.5], [10, 4.5], [11, 4.5]], ""2020"": [[0, 3.5], [1, 4], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4], [9, 4]]}"
-BxWyEIQ6wypT-37MzZizQ,Carly’s Bistro,/biz/carlys-bistro-phoenix,"Phoenix, AZ",0,,4,421,,0,$11-30,(602) 262-2759,141,160,71,21,28,128 E Roosevelt St,Phoenix,AZ,85004,US,"{Bars,Cafes,Desserts}","{southwest chicken sandwich,pear sandwich,trio,meatball sub sandwich,greek salad,santa fe sandwich,vegan wrap sandwich,turkey melt sandwich,smoked salmon sandwich,cuban sandwich}","{""2016"": [[0, 3.5], [1, 3], [2, 3.5], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4.5], [8, 4.5], [9, 4.5], [10, 4.5], [11, 4]], ""2017"": [[0, 4], [1, 3.5], [2, 3.5], [3, 4], [4, 4], [5, 4], [6, 5], [7, 5], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2018"": [[0, 3.5], [1, 4], [2, 3.5], [3, 3.5], [4, 3.5], [5, 4], [6, 4], [7, 4], [8, 3.5], [9, 3.5], [10, 3.5], [11, 4]], ""2019"": [[0, 4], [1, 4.5], [2, 4.5], [3, 4.5], [4, 4.5], [5, 4], [6, 4], [7, 4], [8, 4.5], [9, 4.5], [10, 4], [11, 4]], ""2020"": [[0, 4], [1, 4], [2, 4], [3, 4.5], [4, 4.5], [5, 4.5], [6, 4.5], [7, 4.5], [8, 4.5], [9, 4.5]]}"
